Lemma,Word_Type,Priority,Category,Primary_subcategory,Sg_all_split,Pl_all_split,Alt_split
Held,s,,gendered,function,"['loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsfreudige und engagierte Personen', 'Held~in~/~Held', 'loyale Menschen', 'resiliente Persönlichkeiten', 'engagierte und umsetzungsfreudige Personen', 'Person, die die Initiative ergreift', 'Person, die sich für gemeinsame Ziele einsetzt', 'Person, die mit Umsicht auf die Bedürfnisse des Teams eingeht', 'Person, die komplexe Aufgaben ruhig und gelassen angeht', 'loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsorientierter Mensch']","['loyale Menschen', 'resiliente Persönlichkeiten', 'engagierte und umsetzungsfreudige Personen', 'Held~innen~ und ~Helden', 'Personen, die die Initiative ergreifen', 'Personen, die sich für gemeinsame Ziele einsetzen', 'Personen, die mit Umsicht auf die Bedürfnisse des Teams eingehen', 'Menschen, die komplexe Aufgaben ruhig und gelassen angehen']","['loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsfreudige und engagierte Personen', 'Held~in~/~Held', 'Person, die die Initiative ergreift', 'Person, die sich für gemeinsame Ziele einsetzt', 'Person, die mit Umsicht auf die Bedürfnisse des Teams eingeht', 'Person, die komplexe Aufgaben ruhig und gelassen angeht', 'loyaler Mensch', 'resiliente Persönlichkeit', 'umsetzungsorientierter Mensch', 'loyale Menschen', 'resiliente Persönlichkeiten', 'engagierte und umsetzungsfreudige Personen', 'Held~innen~ und ~Helden', 'Personen, die die Initiative ergreifen', 'Personen, die sich für gemeinsame Ziele einsetzen', 'Personen, die mit Umsicht auf die Bedürfnisse des Teams eingehen', 'Menschen, die komplexe Aufgaben ruhig und gelassen angehen']"
Help-desk-Mitarbeiter,s,,gendered,titles,"['Helpdesk', 'Serviceticket-System', 'Fallbearbeitungssystem', 'Anfragenbearbeitung', 'Anwendungsbetreuung', 'Helpdesk-Mitarbeiter~in~/~Helpdesk-Mitarbeiter', 'Anwendungsbetreuer~in~/~Anwendungsbetreuer', 'Helpdesk-Team', 'Person, die für das Helpdesk arbeitet', 'Person, die eine Anwendung betreut']","['Helpdesk-Mitarbeiter~innen~ und ~Helpdesk-Mitarbeiter', 'Anwendungsbetreuer~innen~ und ~Anwendungsbetreuer', 'Helpdesk-Team', 'Helpdesk', 'Serviceticket-System', 'Fallbearbeitungssystem', 'Anfragenbearbeitung', 'Anwendungsbetreuung', 'Personen, die für das Helpdesk arbeiten', 'Personen, die eine Anwendung betreuen']","['Helpdesk', 'Serviceticket-System', 'Fallbearbeitungssystem', 'Anfragenbearbeitung', 'Anwendungsbetreuung', 'Helpdesk-Mitarbeiter~in~/~Helpdesk-Mitarbeiter', 'Anwendungsbetreuer~in~/~Anwendungsbetreuer', 'Person, die für das Helpdesk arbeitet', 'Person, die eine Anwendung betreut', 'Helpdesk-Team', 'Helpdesk-Mitarbeiter~innen~ und ~Helpdesk-Mitarbeiter', 'Anwendungsbetreuer~innen~ und ~Anwendungsbetreuer', 'Personen, die für das Helpdesk arbeiten', 'Personen, die eine Anwendung betreuen']"
Herrschaften,s,,gendered,male_stereotype,"['Leute', 'Gäste', 'Kundschaft', 'Mitwirkende', 'Freunde', 'liebe Leute', 'alle miteinander', 'liebe Gäste']","['Leute', 'Gäste', 'Kundschaft', 'Mitwirkende', 'Freunde', 'liebe Leute', 'alle miteinander', 'liebe Gäste']","['Leute', 'Gäste', 'Kundschaft', 'Mitwirkende', 'Freunde', 'liebe Leute', 'alle miteinander', 'liebe Gäste']"
Hörsystemakustiker,s,,gendered,titles,"['Hörsystemakustik', 'Hörsystemakustiker~in~/~Hörsystemakustiker']",['Hörsystemakustik'],"['Hörsystemakustik', 'Hörsystemakustiker~in~/~Hörsystemakustiker']"
Industriekaufmann,s,,gendered,titles,"['Industriekauffrau~Industriekaufmann', 'Industriekaufleute']",['Industriekaufleute'],"['Industriekauffrau~Industriekaufmann', 'Industriekaufleute']"
Industriekeramiker,s,,gendered,titles,"['Industriekeramik', 'Industriekeramiker~in~/~Industriekeramiker']",['Industriekeramik'],"['Industriekeramik', 'Industriekeramiker~in~/~Industriekeramiker']"
Industriemechaniker,s,,gendered,titles,"['Industriemechanik', 'Industriemechaniker~in~/~Industriemechaniker']",['Industriemechanik'],"['Industriemechanik', 'Industriemechaniker~in~/~Industriemechaniker']"
Industriepolsterer,s,,gendered,titles,"['Industriepolsterei', 'Industriepolsterer~in~/~Industriepolsterer']",['Industriepolsterei'],"['Industriepolsterei', 'Industriepolsterer~in~/~Industriepolsterer']"
Informatiker,s,,gendered,titles,"['Informatik', 'Informatiker~in~/~Informatiker', 'auf IT spezialisierte Person']","['Informatiker~innen~ und ~Informatiker', 'Informatik', 'auf IT spezialisierte Leute']","['Informatik', 'Informatiker~in~/~Informatiker', 'auf IT spezialisierte Person', 'Informatiker~innen~ und ~Informatiker', 'auf IT spezialisierte Leute']"
Ingenieur,s,,gendered,titles,"['auf Hoch-/Fachschule ausgebildete Technik-Fachkraft', 'Engineering', 'Technik', 'Technikwissenschaften', 'Ingenieur~in~/~Ingenieur', 'Engineering-Team']","['Ingenieur~innen~ und ~Ingenieure', 'Engineering-Team', 'Engineering', 'Technik', 'Technikwissenschaften', 'auf Hoch-/Fachschule ausgebildete Technik-Fachleute']","['Engineering', 'Technik', 'Technikwissenschaften', 'auf Hoch-/Fachschule ausgebildete Technik-Fachkraft', 'Ingenieur~in~/~Ingenieur', 'Engineering-Team', 'Ingenieur~innen~ und ~Ingenieure', 'auf Hoch-/Fachschule ausgebildete Technik-Fachleute']"
Inhaber,s,,gendered,titles,"['Inhaber~in~/~Inhaber', 'Person, die (...) besitzt', 'Person, die (eine Position, eine Rolle, ...) innehat']","['Inhaber~innen~ und ~Inhaber', 'Personen, die (...) besitzen', 'die (eine Position, eine Rolle, ...) innehaben']","['Inhaber~in~/~Inhaber', 'Person, die (...) besitzt', 'Person, die (eine Position, eine Rolle, ...) innehat', 'Inhaber~innen~ und ~Inhaber', 'Personen, die (...) besitzen', 'die (eine Position, eine Rolle, ...) innehaben']"
Innendekorateur,s,,gendered,titles,"['Innendekoration', 'Innendekorateur~in~/~Innendekorateur']",['Innendekoration'],"['Innendekoration', 'Innendekorateur~in~/~Innendekorateur']"
Installateur,s,,gendered,titles,"['Installation', 'Installateur~in~/~Installateur']",['Installation'],"['Installation', 'Installateur~in~/~Installateur']"
Instructor,s,,gendered,titles,"['Lehrkraft', 'Coach', 'Lehre', 'Training', 'Ausbildung', 'Instructor~in~/~Instructor', 'Kurstrainer~in~/~Kurstrainer']","['Lehre', 'Training', 'Ausbildung']","['Lehre', 'Training', 'Ausbildung', 'Lehrkraft', 'Coach', 'Instructor~in~/~Instructor', 'Kurstrainer~in~/~Kurstrainer']"
Kandidat,s,,gendered,titles,"['Kandidatur', 'Kandidat~in~/~Kandidat', 'Kandidierende', 'Person, die sich bewirbt', 'Person, die kandidiert']","['Kandidierende', 'Kandidat~innen~ und ~Kandidaten', 'Kandidatur', 'Personen, die sich bewerben', 'Personen, die kandidieren']","['Kandidatur', 'Kandidat~in~/~Kandidat', 'Person, die sich bewirbt', 'Person, die kandidiert', 'Kandidierende', 'Kandidat~innen~ und ~Kandidaten', 'Personen, die sich bewerben', 'Personen, die kandidieren']"
Kaufmann,s,,gendered,function,"['Kauffrau~Kaufmann', 'Kaufleute', 'Handeltreibende', 'Person im kaufmännischen Bereich']","['Handeltreibende', 'Kaufleute', 'Personen im kaufmännischen Bereich']","['Kauffrau~Kaufmann', 'Person im kaufmännischen Bereich', 'Kaufleute', 'Handeltreibende', 'Personen im kaufmännischen Bereich']"
Keramiker,s,,gendered,titles,"['Keramik', 'Keramiker~in~/~Keramiker']",['Keramik'],"['Keramik', 'Keramiker~in~/~Keramiker']"
Koch,s,,gendered,titles,"['Küche', 'Kantine', 'Köch~in~/~Koch']","['Küche', 'Kantine']","['Küche', 'Kantine', 'Köch~in~/~Koch']"
Kollege,s,,gendered,titles,"['Teammitglied', 'Kolleg~in~/~Kollege', 'Kollegschaft', 'Team', 'Person, die im selben Team arbeitet', 'Person, die im selben Unternehmen arbeitet', 'Person, die man von der Arbeit kennt']","['Kolleg~innen~ und ~Kollegen', 'Kollegschaft', 'Team', 'Personen, die im selben Team arbeiten', 'Personen, die im selben Unternehmen arbeiten', 'Personen, die man von der Arbeit kennt']","['Teammitglied', 'Kolleg~in~/~Kollege', 'Person, die im selben Team arbeitet', 'Person, die im selben Unternehmen arbeitet', 'Person, die man von der Arbeit kennt', 'Kollegschaft', 'Team', 'Kolleg~innen~ und ~Kollegen', 'Personen, die im selben Team arbeiten', 'Personen, die im selben Unternehmen arbeiten', 'Personen, die man von der Arbeit kennt']"
Konstrukteur,s,,gendered,titles,"['Konstruktion', 'Konstrukteur~in~/~Konstrukteur']",['Konstruktion'],"['Konstruktion', 'Konstrukteur~in~/~Konstrukteur']"
Kontrolleur,s,,gendered,titles,"['Kontrolle', 'Kontrolleur~in~/~Kontrolleur']",['Kontrolle'],"['Kontrolle', 'Kontrolleur~in~/~Kontrolleur']"
Koryphäe,s,,gendered,function,"['Fachkraft', 'Fachgröße', 'erfahrene Person', 'kompetente Person', 'Fachleute', 'Fachgrößen', 'Fachkundige', 'erfahrene Leute', 'kompetente Personen', 'jemand, der sich auskennt', 'Person, die andere als Vorbild motiviert']","['Fachleute', 'Fachgrößen', 'Fachkundige', 'erfahrene Leute', 'kompetente Personen', 'Leute, die sich auskennen', 'Personen, die andere als Vorbild motivieren']","['Fachkraft', 'Fachgröße', 'erfahrene Person', 'kompetente Person', 'jemand, der sich auskennt', 'Person, die andere als Vorbild motiviert', 'Fachleute', 'Fachgrößen', 'Fachkundige', 'erfahrene Leute', 'kompetente Personen', 'Leute, die sich auskennen', 'Personen, die andere als Vorbild motivieren']"
Kosmetiker,s,,gendered,titles,"['Kosmetik', 'Kosmetiker~in~/~Kosmetiker']",['Kosmetik'],"['Kosmetik', 'Kosmetiker~in~/~Kosmetiker']"
Kunde,s,,gendered,titles,"['Kund~in~/~Kunde', 'Kundschaft', 'Klientel', 'Auftraggebende', 'Bestellende', 'beziehende Person', 'Person, die (...) kauft', 'beauftragende Firma']","['Auftraggebende', 'Bestellende', 'Kund~innen~ und ~Kunden', 'Kundschaft', 'Klientel', 'beziehende Personen', 'Personen, die (...) kaufen', 'beauftragende Firmen']","['Kund~in~/~Kunde', 'beziehende Person', 'Person, die (...) kauft', 'beauftragende Firma', 'Kundschaft', 'Klientel', 'Auftraggebende', 'Bestellende', 'Kund~innen~ und ~Kunden', 'beziehende Personen', 'Personen, die (...) kaufen', 'beauftragende Firmen']"
Kämpfernatur,s,,gendered,function,"['tatkräftige Person', 'resilienter Mensch', 'Strebsamkeit', 'Gradlinigkeit', 'Geradlinigkeit', 'Standhaftigkeit', 'Festigkeit', 'Seelenstärke', 'Loyalität', 'Geduld', 'Stetigkeit', 'Person, die Aufgaben mit Stetigkeit und Elan angeht', 'Person, die mit Energie ans Werk geht', 'Person, die sich voll innerer Energie für (...) einsetzt', 'Mensch, der Aufgaben beherzt anpackt', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen', 'jemand, der für (...) einsteht']","['Strebsamkeit', 'Gradlinigkeit', 'Geradlinigkeit', 'Standhaftigkeit', 'Festigkeit', 'Seelenstärke', 'Loyalität', 'Geduld', 'Stetigkeit']","['Strebsamkeit', 'Gradlinigkeit', 'Geradlinigkeit', 'Standhaftigkeit', 'Festigkeit', 'Seelenstärke', 'Loyalität', 'Geduld', 'Stetigkeit', 'tatkräftige Person', 'resilienter Mensch', 'Person, die Aufgaben mit Stetigkeit und Elan angeht', 'Person, die mit Energie ans Werk geht', 'Person, die sich voll innerer Energie für (...) einsetzt', 'Mensch, der Aufgaben beherzt anpackt', 'Mensch, der bereit ist, sich neuen oder komplexen Situationen zu stellen', 'jemand, der für (...) einsteht']"
Küfer,s,,gendered,titles,"['Küferei', 'Küfereibetrieb', 'Küfer~in~/~Küfer']","['Küferei', 'Küfereibetrieb']","['Küferei', 'Küfereibetrieb', 'Küfer~in~/~Küfer']"
Laborant,s,,gendered,titles,"['Labor', 'Laborbetrieb', 'Laborant~in~/~Laborant']","['Labor', 'Laborbetrieb']","['Labor', 'Laborbetrieb', 'Laborant~in~/~Laborant']"
Lackierer,s,,gendered,titles,"['Lackierung', 'Lackierbetrieb', 'Lackierer~in~/~Lackierer']","['Lackierung', 'Lackierbetrieb']","['Lackierung', 'Lackierbetrieb', 'Lackierer~in~/~Lackierer']"
Landwirt,s,,gendered,titles,"['Landwirtschaft', 'Landwirt~in~/~Landwirt']",['Landwirtschaft'],"['Landwirtschaft', 'Landwirt~in~/~Landwirt']"
Leader,s,,gendered,leadership,"['Leitung', 'Leadership', 'Leiter~in~/~Leiter', 'Team-Coaching']","['Leitung', 'Leadership']","['Leitung', 'Leadership', 'Leiter~in~/~Leiter', 'Team-Coaching']"
Lehrling,s,,gendered,function,"['Nachwuchskraft', 'Azubi', 'Ausbildung', 'Lehre', 'Auszubildend~e~/~Auszubildender', 'Lernende', 'Auszubildende', 'Person in Ausbildung', 'auszubildende Person', 'lernende Person']","['Lernende', 'Auszubildende', 'Ausbildung', 'Lehre', 'Personen in Ausbildung', 'auszubildende Personen', 'lernende Person']","['Ausbildung', 'Lehre', 'Nachwuchskraft', 'Azubi', 'Auszubildend~e~/~Auszubildender', 'Person in Ausbildung', 'auszubildende Person', 'lernende Person', 'Lernende', 'Auszubildende', 'Personen in Ausbildung', 'auszubildende Personen', 'lernende Person']"
Lehrtochter,s,,gendered,female_stereotype,"['Nachwuchskraft', 'Azubi', 'Ausbildung', 'Lehre', 'Auszubildend~e~/~Auszubildender', 'Lernende', 'Auszubildende', 'Person in Ausbildung', 'auszubildende Person', 'lernende Person']","['Lernende', 'Auszubildende', 'Ausbildung', 'Lehre', 'Personen in Ausbildung', 'auszubildende Personen', 'lernende Personen']","['Ausbildung', 'Lehre', 'Nachwuchskraft', 'Azubi', 'Auszubildend~e~/~Auszubildender', 'Person in Ausbildung', 'auszubildende Person', 'lernende Person', 'Lernende', 'Auszubildende', 'Personen in Ausbildung', 'auszubildende Personen', 'lernende Personen']"
Leistungsträger,s,,gendered,function,"['Gestalter', 'Schlüsselfigur', 'Schlüsselperson', 'Schnittstelle']","['Gestalter', 'Schlüsselfigur', 'Schlüsselperson', 'Schnittstelle']","['Gestalter', 'Schlüsselfigur', 'Schlüsselperson', 'Schnittstelle']"
Leiter,s,,gendered,leadership,"['Leitung', 'Leiter~in~/~Leiter']","['Leitung', 'Leiter~innen~ und ~Leiter', 'Leitung']","['Leitung', 'Leiter~in~/~Leiter', 'Leitung', 'Leiter~innen~ und ~Leiter']"
Lernpate,s,,gendered,function,"['Lernpat~innenschaft', 'Lernpat~in~/~Lernpate']","['Lernpat~innen~ und ~Lernpaten', 'Lernpat~innenschaft']","['Lernpat~innenschaft', 'Lernpat~in~/~Lernpate', 'Lernpat~innen~ und ~Lernpaten']"
Lernpatenschaft,s,,gendered,hidden_image,"['Lernpat~innenschaft', 'Engagement von Lernpat~in~ und ~Lernpate', 'Lernpat~innenschaft', 'Initiativen von Lernpat~innen und Lernpat~en']","['Lernpat~innenschaft', 'Initiativen von Lernpat~innen und Lernpat~en']","['Lernpat~innenschaft', 'Engagement von Lernpat~in~ und ~Lernpate', 'Lernpat~innenschaft', 'Initiativen von Lernpat~innen und Lernpat~en']"
Lieferant,s,,gendered,titles,"['Lieferung', 'Lieferfirma', 'lieferndes Unternehmen', 'Lieferunternehmen', 'Lieferant~in~/~Lieferant', 'Liefernde']","['Liefernde', 'Lieferant~innen~ und ~Lieferanten', 'Lieferung', 'Lieferfirma', 'lieferndes Unternehmen', 'Lieferunternehmen']","['Lieferung', 'Lieferfirma', 'lieferndes Unternehmen', 'Lieferunternehmen', 'Lieferant~in~/~Lieferant', 'Liefernde', 'Lieferant~innen~ und ~Lieferanten']"
Logistiker,s,,gendered,titles,"['Logistik', 'Logistiker~in~/~Logistiker']",['Logistik'],"['Logistik', 'Logistiker~in~/~Logistiker']"
Lokführer,s,,gendered,titles,"['Lokführung', 'Lokführer~in~/~Lokführer']",['Lokführung'],"['Lokführung', 'Lokführer~in~/~Lokführer']"
Lokrangierführer,s,,gendered,titles,"['Lokrangierführer', 'Lokrangierführer~in~/~Lokrangierführer']",['Lokrangierführer'],"['Lokrangierführer', 'Lokrangierführer~in~/~Lokrangierführer']"
Macher,s,,gendered,function,['Macher~in~/~Macher'],['Macher~innen~ und ~Macher'],"['Macher~in~/~Macher', 'Macher~innen~ und ~Macher']"
Maler,s,,gendered,titles,"['Malerei', 'Maler~in~/~Maler']",['Malerei'],"['Malerei', 'Maler~in~/~Maler']"
Manager,s,,gendered,function,"['Management', 'Manager~in~/~Manager']","['Manager~innen~ und ~Manager', 'Management']","['Management', 'Manager~in~/~Manager', 'Manager~innen~ und ~Manager']"
Mannschaft,s,,gendered,hidden_image,"['Team', 'Equipe', 'Gruppe', 'Teams', 'Equipes', 'Gruppen']","['Teams', 'Equipes', 'Gruppen']","['Team', 'Equipe', 'Gruppe', 'Teams', 'Equipes', 'Gruppen']"
Manpower,s,,gendered,hidden_image,"['Arbeitsleistung', 'Arbeitspotenzial', 'Personal', 'Personalleistung', 'Arbeitskraft', 'menschliche Kapazität zu geistiger/körperlicher Arbeit ', 'Arbeitskräfte', 'Ressourcen', 'Erwerbspersonen', 'Arbeitsleistungen', 'Arbeitspotenziale', 'Personal', 'Personalleistungen', 'menschliche Kapazität zu geistiger/körperlicher Arbeit ']","['Arbeitskräfte', 'Ressourcen', 'Erwerbspersonen', 'Arbeitsleistungen', 'Arbeitspotenziale', 'Personal', 'Personalleistungen', 'menschliche Kapazität zu geistiger/körperlicher Arbeit ']","['Arbeitsleistung', 'Arbeitspotenzial', 'Personal', 'Personalleistung', 'Arbeitskraft', 'menschliche Kapazität zu geistiger/körperlicher Arbeit ', 'Arbeitskräfte', 'Ressourcen', 'Erwerbspersonen', 'Arbeitsleistungen', 'Arbeitspotenziale', 'Personal', 'Personalleistungen', 'menschliche Kapazität zu geistiger/körperlicher Arbeit ']"
Matrose,s,,gendered,function,"['Matros~in~/~Matrose', 'zur See Fahrende']","['zur See Fahrende', 'Matros~innen~ und ~Matrosen', 'Seemänn~innen~ und ~Seemänner']","['Matros~in~/~Matrose', 'zur See Fahrende', 'Matros~innen~ und ~Matrosen', 'Seemänn~innen~ und ~Seemänner']"
Mechaniker,s,,gendered,titles,"['Mechanik', 'Mechaniker~in~/~Mechaniker']",['Mechanik'],"['Mechanik', 'Mechaniker~in~/~Mechaniker']"
Mechatroniker,s,,gendered,titles,"['Mechatronik', 'Mechatroniker~in~/~Mechatroniker']",['Mechatronik'],"['Mechatronik', 'Mechatroniker~in~/~Mechatroniker']"
Mediamatiker,s,,gendered,titles,"['Mediamatik', 'Mediamatiker~in~/~Mediamatiker']",['Mediamatik'],"['Mediamatik', 'Mediamatiker~in~/~Mediamatiker']"
Meinungsbildner,s,,gendered,function,"['Meinungsbildner~in~/~Meinungsbildner', 'Influencer~in~/~Influencer', 'mitreißende Menschen', 'Influencer', 'jemand, der Botschaften effektiv kommuniziert', 'Du kannst andere für Ideen begeistern', 'jemand mit Überzeugungskraft', 'jemand auf dessen Meinung Menschen vertrauen', 'jemand, der argumentieren kann']","['mitreißende Menschen', 'Influencer', 'Meinungsbildner~innen~ und ~Meinungsbildner', 'Influencer~innen~ und ~Incluencer', 'Leute, die Botschaften effektiv kommunizieren', 'alle, die andere für Ideen begeistern können', 'Menschen mit Überzeugungskraft', 'Personen, auf deren Meinung Menschen vertrauen', 'Leute, die argumentieren können']","['Meinungsbildner~in~/~Meinungsbildner', 'Influencer~in~/~Influencer', 'jemand, der Botschaften effektiv kommuniziert', 'Du kannst andere für Ideen begeistern', 'jemand mit Überzeugungskraft', 'jemand auf dessen Meinung Menschen vertrauen', 'jemand, der argumentieren kann', 'mitreißende Menschen', 'Influencer', 'Meinungsbildner~innen~ und ~Meinungsbildner', 'Influencer~innen~ und ~Incluencer', 'Leute, die Botschaften effektiv kommunizieren', 'alle, die andere für Ideen begeistern können', 'Menschen mit Überzeugungskraft', 'Personen, auf deren Meinung Menschen vertrauen', 'Leute, die argumentieren können']"
Meister,s,,gendered,function,"['Ausbildungskraft', 'Werkstattleitung', 'Meister~in~/~Meister', 'Werkstattleitende', 'Ausbildende', 'fachkundige Person', 'kompetente Person', 'ausbildende Lehrkraft']","['Werkstattleitende', 'Ausbildende', 'Meister~innen~ und ~Meister', 'Werkstattleitung', 'fachkundige Personen', 'kompetente Personen', 'ausbildende Lehrkraft']","['Werkstattleitung', 'Ausbildungskraft', 'Meister~in~/~Meister', 'fachkundige Person', 'kompetente Person', 'ausbildende Lehrkraft', 'Werkstattleitende', 'Ausbildende', 'Meister~innen~ und ~Meister', 'fachkundige Personen', 'kompetente Personen', 'ausbildende Lehrkraft']"
Mentor,s,,gendered,function,"['Mentorat', 'Mentoring', 'Mentor~in~/~Mentor', 'Mentorierende', 'Person, die ihr Wissen und ihre Erfahrung weitergibt']","['Mentorierende', 'Mentor~innen~ und ~Mentoren', 'Mentorat', 'Mentoring', 'Personen, die ihr Wissen und ihre Erfahrung weitergeben']","['Mentorat', 'Mentoring', 'Mentor~in~/~Mentor', 'Person, die ihr Wissen und ihre Erfahrung weitergibt', 'Mentorierende', 'Mentor~innen~ und ~Mentoren', 'Personen, die ihr Wissen und ihre Erfahrung weitergeben']"
Mitarbeiter,s,,gendered,titles,"['Mitarbeit', 'Mitarbeiter~in~/~Mitarbeiter', 'Personal', 'Mitarbeiterschaft', 'Belegschaft', 'Kollegschaft', 'Mitarbeitende']","['Mitarbeitende', 'Mitarbeiter~innen~ und ~Mitarbeiter', 'Personal', 'Mitarbeiterschaft', 'Belegschaft', 'Kollegschaft', 'Mitarbeit']","['Mitarbeit', 'Mitarbeiter~in~/~Mitarbeiter', 'Personal', 'Mitarbeiterschaft', 'Belegschaft', 'Kollegschaft', 'Mitarbeitende', 'Mitarbeiter~innen~ und ~Mitarbeiter']"
Mitarbeiterdialog,s,,gendered,hidden_image,"['Jahresaustausch', 'Jahresdialog', 'Führungsdialog', 'Gespräch mit Mitarbeitenden', 'Jahresaustausche', 'Jahresdialoge', 'Führungsdialoge', 'Gespräche mit Mitarbeitenden']","['Jahresaustausche', 'Jahresdialoge', 'Führungsdialoge', 'Gespräche mit Mitarbeitenden']","['Jahresaustausch', 'Jahresdialog', 'Führungsdialog', 'Gespräch mit Mitarbeitenden', 'Jahresaustausche', 'Jahresdialoge', 'Führungsdialoge', 'Gespräche mit Mitarbeitenden']"
Mittler,s,,gendered,titles,"['Mittelsperson', 'Vermittlung', 'Mittler~in~/~Mittler', 'Person, die helfend vermittelt', 'Person, die vermittelnd (zwischen Personen, Parteien) auftritt']","['Mittler~innen~ und ~Mittler', 'Vermittlung', 'Personen, die helfend vermitteln', 'Personen, die vermittelnd (zwischen Personen, Parteien) auftreten']","['Vermittlung', 'Mittelsperson', 'Mittler~in~/~Mittler', 'Person, die helfend vermittelt', 'Person, die vermittelnd (zwischen Personen, Parteien) auftritt', 'Mittler~innen~ und ~Mittler', 'Personen, die helfend vermitteln', 'Personen, die vermittelnd (zwischen Personen, Parteien) auftreten']"
Moderator,s,,gendered,titles,"['Moderation', 'Moderator~in~/~Moderator', 'Moderations-Team', 'Moderierende', 'Person, die moderiert', 'Person, die ein Gespräch lenkt', 'Person, die lenkend eine Kommunikation unterstützt']","['Moderierende', 'Moderator~innen~ und ~Moderatoren', 'Moderations-Team', 'Moderation', 'Personen, die moderieren', 'Personen, die Gespräche lenken', 'Personen, die Kommunikation lenkend unterstützen']","['Moderation', 'Moderator~in~/~Moderator', 'Person, die moderiert', 'Person, die ein Gespräch lenkt', 'Person, die lenkend eine Kommunikation unterstützt', 'Moderations-Team', 'Moderierende', 'Moderator~innen~ und ~Moderatoren', 'Personen, die moderieren', 'Personen, die Gespräche lenken', 'Personen, die Kommunikation lenkend unterstützen']"
Monteur,s,,gendered,titles,"['Montage', 'Monteur~in~/~Monteur']",['Montage'],"['Montage', 'Monteur~in~/~Monteur']"
Müller,s,,gendered,titles,"['Mühle', 'Mühlbetrieb', 'Müller~in~/~Müller']","['Mühle', 'Mühlbetrieb']","['Mühle', 'Mühlbetrieb', 'Müller~in~/~Müller']"
Nutzer,s,,gendered,function,"['Nutzung', 'Nutzer~in~/~Nutzer', 'Nutzende']","['Nutzende', 'Nutzer~innen~ und ~Nutzer', 'Nutzung']","['Nutzung', 'Nutzer~in~/~Nutzer', 'Nutzende', 'Nutzer~innen~ und ~Nutzer']"
Oberflächenbeschichter,s,,gendered,titles,"['Oberflächenbeschichtung', 'Oberflächenbeschichter~in~/~Oberflächenbeschichter']",['Oberflächenbeschichtung'],"['Oberflächenbeschichtung', 'Oberflächenbeschichter~in~/~Oberflächenbeschichter']"
Oberflächenveredler,s,,gendered,titles,"['Oberflächenveredlung', 'Oberflächenveredler~in~/~Oberflächenveredler']",['Oberflächenveredlung'],"['Oberflächenveredlung', 'Oberflächenveredler~in~/~Oberflächenveredler']"
Operator,s,,gendered,titles,"['Bedienperson', 'Betrieb', 'Telefonzentrale', 'Notrufzentrale', 'Operator~in~/~Operator', 'Person, die Maschinen, Anlagen oder Rechner kontrolliert und bedient', 'Person, die (in einem Callcenter, einer Telefonzentrale, einer Notrufzentrale o. Ä.) Anrufe beantwortet oder weiterleitet']","['Operator~innen~ und ~Operator', 'Betrieb', 'Telefonzentrale', 'Notrufzentrale', 'Personen, die Maschinen, Anlagen oder Rechner kontrollieren und bedienen', 'Personen, die (in einem Callcenter, einer Telefonzentrale, einer Notrufzentrale o. Ä.) Anrufe beantworten oder weiterleiten']","['Betrieb', 'Telefonzentrale', 'Notrufzentrale', 'Bedienperson', 'Operator~in~/~Operator', 'Person, die Maschinen, Anlagen oder Rechner kontrolliert und bedient', 'Person, die (in einem Callcenter, einer Telefonzentrale, einer Notrufzentrale o. Ä.) Anrufe beantwortet oder weiterleitet', 'Operator~innen~ und ~Operator', 'Personen, die Maschinen, Anlagen oder Rechner kontrollieren und bedienen', 'Personen, die (in einem Callcenter, einer Telefonzentrale, einer Notrufzentrale o. Ä.) Anrufe beantworten oder weiterleiten']"
Optiker,s,,gendered,titles,"['Optik', 'Optiker~in~/~Optiker']",['Optik'],"['Optik', 'Optiker~in~/~Optiker']"
Orthopädist,s,,gendered,titles,"['Orthopädie', 'orthopädische Praxis', 'Orthopäd~in~/~Orthopäde', 'Orthopädist~in~/~Orthopädist']","['Orthopädie', 'orthopädische Praxis']","['Orthopädie', 'orthopädische Praxis', 'Orthopäd~in~/~Orthopäde', 'Orthopädist~in~/~Orthopädist']"
Partner,s,,gendered,function,"['Partnerschaft', 'Partner~in~/~Partner', 'Partnernde']","['Partnernde', 'Partner~innen~ und ~Partner', 'Partnerschaft']","['Partnerschaft', 'Partner~in~/~Partner', 'Partnernde', 'Partner~innen~ und ~Partner']"
Performer,s,,gendered,function,"['Performer~in~/~Performer', 'jemand, der sich auf die nächsten Schritte fokussiert', 'Person, die engagiert in ihren Aufgaben ist', 'unternehmerisch denkender Mensch']",['Perfomer~innen~ und ~Performer'],"['Performer~in~/~Performer', 'jemand, der sich auf die nächsten Schritte fokussiert', 'Person, die engagiert in ihren Aufgaben ist', 'unternehmerisch denkender Mensch', 'Perfomer~innen~ und ~Performer']"
